experiment_id,method_id,run_id,seed,test_name,status,requested_instr_cnt,generated_instr_count,generated_instr_count_main,dut_seen_instr_count,dut_seen_instr_count_source,retired_instr_count,retire_rate,dut_seen_rate,stimulus_generation_s,tb_compile_s,simulation_s,check_logs_s,coverage_report_s,total_s,raw_dir,test_dir,test_s,rtl_trace,cov_report,make_s,skipped_existing,started_at_epoch_s,finished_at_epoch_s
ibex_bsdcov_extra_2k,bsdcov_extra_2k,seed_888,888,bsd_cov_extra_2k,pass,2000,2008,2006,,missing,2118,,,2.1684363359818235,18.125821313005872,10.07794623193331,0.14426529197953641,29.00512573099695,59.521594903897494,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_extra_2k/raw/bsdcov_extra_2k/seed_888/out,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_extra_2k/raw/bsdcov_extra_2k/seed_888/out/run/tests/bsd_cov_extra_2k.888,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/uvm/core_ibex/directed_tests/bsd_cov_generated/bsd_cov_extra_2k.S,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_extra_2k/raw/bsdcov_extra_2k/seed_888/out/run/tests/bsd_cov_extra_2k.888/rtl_trace.csv,,30.516469172900543,0,1779633716.7627184,1779633747.2105262
