sample_id,i_bits,o_bits,i_hex,o_hex,count,first_seed,first_cycle,first_pc_id,first_instr_rdata_id
1240,0001010100000001111011000010000010110000,0100,0x1501ec20b0,0x4,4,889,10957,80003a44,023846b3
1241,0001010100000001111011000010000010111000,0100,0x1501ec20b8,0x4,1,889,4144,80003a44,023846b3
1242,0001010100000001111011000010000110000000,0000,0x1501ec2180,0x0,2,889,4170,80003a44,023846b3
1243,0001010100000001111011000010100010000000,0100,0x1501ec2880,0x4,2,889,4135,80003a44,023846b3
1244,0001010100000001111011000010100010100000,0100,0x1501ec28a0,0x4,6,889,4137,80003a44,023846b3
1245,0001010100000001111011000010100010110000,0100,0x1501ec28b0,0x4,1,889,4139,80003a44,023846b3
1246,0001010100000111110010000010000010000000,0100,0x1507c82080,0x4,10,888,5833,800032c4,02f85033
1247,0001010100000111110010000010000010001000,0100,0x1507c82088,0x4,6,888,5828,800032c4,02f85033
1248,0001010100000111110010000010000110000000,0000,0x1507c82180,0x0,1,888,5844,800032c4,02f85033
1249,0001010100000111110010000010100010000000,0100,0x1507c82880,0x4,12,888,5809,800032c4,02f85033
1250,0001010100000111110010000010100010010000,0100,0x1507c82890,0x4,2,888,5816,800032c4,02f85033
1251,0001010100000111110010000010100010100000,0100,0x1507c828a0,0x4,3,888,5811,800032c4,02f85033
1252,0001010100000111110010000010100010110000,0100,0x1507c828b0,0x4,2,888,5814,800032c4,02f85033
1253,0001010100011111011110000010000110000000,0010,0x151f782180,0x2,1,889,8700,80003752,03e8cb33
1254,0001010100111011001010000010000010000000,0100,0x153b282080,0x4,37,889,3304,80003906,0369e633
1255,0001010100111011001010000010000010001000,0100,0x153b282088,0x4,6,889,3305,80003906,0369e633
1256,0001010100111011001010000010000010010000,0100,0x153b282090,0x4,2,889,3316,80003906,0369e633
1257,0001010100111011001010000010000010011000,0100,0x153b282098,0x4,1,889,3315,80003906,0369e633
1258,0001010100111011001010000010000010100000,0100,0x153b2820a0,0x4,17,889,3287,80003906,0369e633
1259,0001010100111011001010000010000010101000,0100,0x153b2820a8,0x4,2,889,3310,80003906,0369e633
1260,0001010100111011001010000010000010110000,0100,0x153b2820b0,0x4,4,889,3293,80003906,0369e633
1261,0001010100111011001010000010000010111000,0100,0x153b2820b8,0x4,1,889,3314,80003906,0369e633
1262,0001010100111011001010000010000110000000,0000,0x153b282180,0x0,2,889,3322,80003906,0369e633
1263,0001010101000100101101000010000010000000,0100,0x1544b42080,0x4,50,889,2107,80003670,029a4433
1264,0001010101000100101101000010000010001000,0100,0x1544b42088,0x4,7,889,2106,80003670,029a4433
1265,0001010101000100101101000010000010010000,0100,0x1544b42090,0x4,2,889,2109,80003670,029a4433
1266,0001010101000100101101000010000010100000,0100,0x1544b420a0,0x4,2,889,7817,80003670,029a4433
1267,0001010101000100101101000010000010110000,0100,0x1544b420b0,0x4,2,889,7819,80003670,029a4433
1268,0001010101000100101101000010000110000000,0000,0x1544b42180,0x0,2,889,2134,80003670,029a4433
1269,0001010101000100101101000010100010000000,0100,0x1544b42880,0x4,5,889,2101,80003670,029a4433
1270,0001010101000100101101000010100010110000,0100,0x1544b428b0,0x4,2,889,2099,80003670,029a4433
1271,0001010101001001001111000010000110010000,0000,0x15493c2190,0x0,1,889,6060,80004028,032a4933
1272,0001010101001100001100000010000010000000,0100,0x154c302080,0x4,21,889,3438,8000395a,038a5ab3
1273,0001010101001100001100000010000010001000,0100,0x154c302088,0x4,4,889,3450,8000395a,038a5ab3
1274,0001010101001100001100000010000010010000,0100,0x154c302090,0x4,1,889,3437,8000395a,038a5ab3
1275,0001010101001100001100000010000010011000,0100,0x154c302098,0x4,1,889,3436,8000395a,038a5ab3
1276,0001010101001100001100000010000010100000,0100,0x154c3020a0,0x4,6,889,3428,8000395a,038a5ab3
1277,0001010101001100001100000010000010101000,0100,0x154c3020a8,0x4,2,889,3427,8000395a,038a5ab3
1278,0001010101001100001100000010000010110000,0100,0x154c3020b0,0x4,1,889,3435,8000395a,038a5ab3
1279,0001010101001100001100000010000010111000,0100,0x154c3020b8,0x4,1,889,3426,8000395a,038a5ab3
1280,0001010101001100001100000010000110000000,0000,0x154c302180,0x0,2,889,3457,8000395a,038a5ab3
1281,0001010101001100001100000010100010000000,0100,0x154c302880,0x4,15,889,3422,8000395a,038a5ab3
1282,0001010101001100001100000010100010010000,0100,0x154c302890,0x4,2,889,9608,8000395a,038a5ab3
1283,0001010101001100001100000010100010100000,0100,0x154c3028a0,0x4,10,889,3424,8000395a,038a5ab3
1284,0001010101001100001100000010100010110000,0100,0x154c3028b0,0x4,6,889,9602,8000395a,038a5ab3
1285,0001010101010000100000000010000010000000,0100,0x1550802080,0x4,27,889,5429,80003e4a,021ae1b3
1286,0001010101010000100000000010000010001000,0100,0x1550802088,0x4,2,889,5448,80003e4a,021ae1b3
1287,0001010101010000100000000010000010010000,0100,0x1550802090,0x4,1,889,5439,80003e4a,021ae1b3
1288,0001010101010000100000000010000010101000,0100,0x15508020a8,0x4,1,889,5426,80003e4a,021ae1b3
1289,0001010101010000100000000010000010110000,0100,0x15508020b0,0x4,1,889,5428,80003e4a,021ae1b3
1290,0001010101010000100000000010000010111000,0100,0x15508020b8,0x4,1,889,5427,80003e4a,021ae1b3
1291,0001010101010000100000000010000110000000,0000,0x1550802180,0x0,1,889,5459,80003e4a,021ae1b3
1292,0001010101010000100000000010100010000000,0100,0x1550802880,0x4,1,889,5424,80003e4a,021ae1b3
1293,0001010101010000100000000010100010100000,0100,0x15508028a0,0x4,1,889,5425,80003e4a,021ae1b3
1294,0001010101010111100110000010000010000000,0100,0x1557982080,0x4,27,888,1756,80003070,02faef33
1295,0001010101010111100110000010000010001000,0100,0x1557982088,0x4,4,888,1770,80003070,02faef33
1296,0001010101010111100110000010000010010000,0100,0x1557982090,0x4,2,888,1754,80003070,02faef33
1297,0001010101010111100110000010000010110000,0100,0x15579820b0,0x4,2,888,1752,80003070,02faef33
1298,0001010101010111100110000010000110000000,0000,0x1557982180,0x0,1,888,1787,80003070,02faef33
1299,0001010101110100101000000010000010000000,0100,0x1574a02080,0x4,13,889,1190,8000347c,029bf6b3
1300,0001010101110100101000000010000010001000,0100,0x1574a02088,0x4,3,889,1188,8000347c,029bf6b3
1301,0001010101110100101000000010000110000000,0000,0x1574a02180,0x0,1,889,1204,8000347c,029bf6b3
1302,0001010101110100101000000010100010000000,0100,0x1574a02880,0x4,11,889,1177,8000347c,029bf6b3
1303,0001010101110100101000000010100010010000,0100,0x1574a02890,0x4,2,889,1175,8000347c,029bf6b3
1304,0001010101110100101000000010100010100000,0100,0x1574a028a0,0x4,2,889,1169,8000347c,029bf6b3
1305,0001010101110100101000000010100010110000,0100,0x1574a028b0,0x4,4,889,1171,8000347c,029bf6b3
1306,0001010110000111101011000010000110110000,0000,0x1587ac21b0,0x0,1,889,7438,800034d6,02fc7ab3
1307,0001010110001000011011000010000010000000,0100,0x15886c2080,0x4,15,889,2697,800037c8,030c7933
1308,0001010110001000011011000010000010001000,0100,0x15886c2088,0x4,2,889,2702,800037c8,030c7933
1309,0001010110001000011011000010000010010000,0100,0x15886c2090,0x4,2,889,2695,800037c8,030c7933
1310,0001010110001000011011000010000010100000,0100,0x15886c20a0,0x4,14,889,2679,800037c8,030c7933
1311,0001010110001000011011000010000010110000,0100,0x15886c20b0,0x4,2,889,2691,800037c8,030c7933
1312,0001010110001000011011000010000110000000,0000,0x15886c2180,0x0,1,889,2714,800037c8,030c7933
1313,0001010110001000011011000010000110100000,0000,0x15886c21a0,0x0,1,889,8947,800037c8,030c7933
1314,0001010110001101100111000010000010000000,0100,0x158d9c2080,0x4,54,889,2765,800037dc,03bc4733
1315,0001010110001101100111000010000010001000,0100,0x158d9c2088,0x4,4,889,2758,800037dc,03bc4733
1316,0001010110001101100111000010000010010000,0100,0x158d9c2090,0x4,4,889,2763,800037dc,03bc4733
1317,0001010110001101100111000010000010100000,0100,0x158d9c20a0,0x4,4,889,2759,800037dc,03bc4733
1318,0001010110001101100111000010000010110000,0100,0x158d9c20b0,0x4,3,889,2761,800037dc,03bc4733
1319,0001010110001101100111000010000010111000,0100,0x158d9c20b8,0x4,1,889,8995,800037dc,03bc4733
1320,0001010110001101100111000010000110000000,0000,0x158d9c2180,0x0,2,889,2793,800037dc,03bc4733
1321,0001010110010000101101000010000110000000,0000,0x1590b42180,0x0,1,889,8712,8000375a,021ceeb3
1322,0001010110010001000000000010000010010000,0100,0x1591002090,0x4,2,889,6562,800040e4,022ce9b3
1323,0001010110010001000000000010000010100000,0100,0x15910020a0,0x4,26,889,6529,800040e4,022ce9b3
1324,0001010110010001000000000010000010101000,0100,0x15910020a8,0x4,3,889,6540,800040e4,022ce9b3
1325,0001010110010001000000000010000010110000,0100,0x15910020b0,0x4,3,889,6530,800040e4,022ce9b3
1326,0001010110010001000000000010000010111000,0100,0x15910020b8,0x4,1,889,6539,800040e4,022ce9b3
1327,0001010110010001000000000010000110000000,0000,0x1591002180,0x0,1,889,6564,800040e4,022ce9b3
1328,0001010110011111101100000010100110000000,0000,0x159fb02980,0x0,1,889,4808,80003c76,03fce0b3
1329,0001010110100010111111000010000110000000,0000,0x15a2fc2180,0x0,1,889,5759,80003f0c,025d4733
1330,0001010110101000010000000010000110110000,0010,0x15a84021b0,0x2,1,889,5767,80003f52,030d51b3
1331,0001010110110000111100000010000010000000,0100,0x15b0f02080,0x4,24,889,3207,800038da,021df7b3
1332,0001010110110000111100000010000010001000,0100,0x15b0f02088,0x4,5,889,3200,800038da,021df7b3
1333,0001010110110000111100000010000010010000,0100,0x15b0f02090,0x4,2,889,3205,800038da,021df7b3
1334,0001010110110000111100000010000010100000,0100,0x15b0f020a0,0x4,2,889,3201,800038da,021df7b3
1335,0001010110110000111100000010000010110000,0100,0x15b0f020b0,0x4,2,889,3203,800038da,021df7b3
1336,0001010110110000111100000010000110000000,0000,0x15b0f02180,0x0,1,889,3235,800038da,021df7b3
1337,0001010110110000111100000010000110110000,0000,0x15b0f021b0,0x0,1,889,9243,800038da,021df7b3
1338,0001010110110011010100000010000010000000,0100,0x15b3502080,0x4,26,889,4587,80003b70,026deeb3
1339,0001010110110011010100000010000010001000,0100,0x15b3502088,0x4,3,889,4586,80003b70,026deeb3
1340,0001010110110011010100000010000010010000,0100,0x15b3502090,0x4,2,889,4584,80003b70,026deeb3
1341,0001010110110011010100000010000010100000,0100,0x15b35020a0,0x4,1,889,4581,80003b70,026deeb3
1342,0001010110110011010100000010000010101000,0100,0x15b35020a8,0x4,1,889,4580,80003b70,026deeb3
1343,0001010110110011010100000010000010110000,0100,0x15b35020b0,0x4,2,889,4582,80003b70,026deeb3
1344,0001010110110011010100000010000110000000,0000,0x15b3502180,0x0,1,889,4615,80003b70,026deeb3
1345,0001010110111101001011000010000010000000,0100,0x15bd2c2080,0x4,18,889,2485,8000379a,03add7b3
1346,0001010110111101001011000010000010001000,0100,0x15bd2c2088,0x4,1,889,2510,8000379a,03add7b3
1347,0001010110111101001011000010000010010000,0100,0x15bd2c2090,0x4,2,889,2500,8000379a,03add7b3
1348,0001010110111101001011000010000010100000,0100,0x15bd2c20a0,0x4,11,889,2486,8000379a,03add7b3
1349,0001010110111101001011000010000010101000,0100,0x15bd2c20a8,0x4,1,889,2489,8000379a,03add7b3
1350,0001010110111101001011000010000010110000,0100,0x15bd2c20b0,0x4,2,889,2488,8000379a,03add7b3
1351,0001010110111101001011000010000110000000,0000,0x15bd2c2180,0x0,1,889,2520,8000379a,03add7b3
1352,0001010111000110011011000010000010000000,0100,0x15c66c2080,0x4,31,889,3259,800038f2,02ce50b3
1353,0001010111000110011011000010000010001000,0100,0x15c66c2088,0x4,7,889,3257,800038f2,02ce50b3
1354,0001010111000110011011000010000110000000,0000,0x15c66c2180,0x0,2,889,3279,800038f2,02ce50b3
1355,0001010111000110011011000010100010000000,0100,0x15c66c2880,0x4,15,889,3256,800038f2,02ce50b3
1356,0001010111000110011011000010100010010000,0100,0x15c66c2890,0x4,4,889,3254,800038f2,02ce50b3
1357,0001010111000110011011000010100010100000,0100,0x15c66c28a0,0x4,7,889,3244,800038f2,02ce50b3
1358,0001010111000110011011000010100010110000,0100,0x15c66c28b0,0x4,6,889,3250,800038f2,02ce50b3
1359,0001010111001001101110000010000010000000,0100,0x15c9b82080,0x4,24,889,7928,800036b0,033e5f33
1360,0001010111001001101110000010000010001000,0100,0x15c9b82088,0x4,4,889,7947,800036b0,033e5f33
1361,0001010111001001101110000010000010010000,0100,0x15c9b82090,0x4,1,889,7927,800036b0,033e5f33
1362,0001010111001001101110000010000010011000,0100,0x15c9b82098,0x4,1,889,7926,800036b0,033e5f33
1363,0001010111001001101110000010000110000000,0000,0x15c9b82180,0x0,1,889,7956,800036b0,033e5f33
1364,0001010111001001101110000010100010000000,0100,0x15c9b82880,0x4,1,889,7921,800036b0,033e5f33
1365,0001010111001001101110000010100010100000,0100,0x15c9b828a0,0x4,2,889,7922,800036b0,033e5f33
1366,0001010111001001101110000010100010110000,0100,0x15c9b828b0,0x4,2,889,7924,800036b0,033e5f33
1367,0001010111001101111000000010000010000000,0100,0x15cde02080,0x4,10,888,2120,80003194,03be5fb3
1368,0001010111001101111000000010000010010000,0100,0x15cde02090,0x4,2,888,2118,80003194,03be5fb3
1369,0001010111001101111000000010000010100000,0100,0x15cde020a0,0x4,16,888,2095,80003194,03be5fb3
1370,0001010111001101111000000010000010101000,0100,0x15cde020a8,0x4,3,888,2110,80003194,03be5fb3
1371,0001010111001101111000000010000010110000,0100,0x15cde020b0,0x4,4,888,2104,80003194,03be5fb3
1372,0001010111001101111000000010000110000000,0000,0x15cde02180,0x0,1,888,2130,80003194,03be5fb3
1373,0001010111010011010000000010100110000000,0000,0x15d3402980,0x0,1,888,1734,8000305a,026ec5b3
1374,0001010111010011110010000010000010000000,0100,0x15d3c82080,0x4,28,889,5987,80003fe6,027efb33
1375,0001010111010011110010000010000010001000,0100,0x15d3c82088,0x4,1,889,5980,80003fe6,027efb33
1376,0001010111010011110010000010000010010000,0100,0x15d3c82090,0x4,1,889,5986,80003fe6,027efb33
1377,0001010111010011110010000010000010011000,0100,0x15d3c82098,0x4,1,889,5985,80003fe6,027efb33
1378,0001010111010011110010000010000010100000,0100,0x15d3c820a0,0x4,1,889,5982,80003fe6,027efb33
1379,0001010111010011110010000010000010101000,0100,0x15d3c820a8,0x4,1,889,5981,80003fe6,027efb33
1380,0001010111010011110010000010000010110000,0100,0x15d3c820b0,0x4,1,889,5983,80003fe6,027efb33
1381,0001010111010011110010000010000010111000,0100,0x15d3c820b8,0x4,1,889,5984,80003fe6,027efb33
1382,0001010111010011110010000010000110000000,0000,0x15d3c82180,0x0,1,889,6015,80003fe6,027efb33
1383,0001010111010110101111000010000010000000,0100,0x15d6bc2080,0x4,27,889,5873,80003fa0,02defc33
1384,0001010111010110101111000010000010001000,0100,0x15d6bc2088,0x4,2,889,5872,80003fa0,02defc33
1385,0001010111010110101111000010000110000000,0000,0x15d6bc2180,0x0,1,889,5901,80003fa0,02defc33
1386,0001010111010110101111000010100010010000,0100,0x15d6bc2890,0x4,2,889,5870,80003fa0,02defc33
1387,0001010111010110101111000010100010100000,0100,0x15d6bc28a0,0x4,2,889,5866,80003fa0,02defc33
1388,0001010111010110101111000010100010110000,0100,0x15d6bc28b0,0x4,2,889,5868,80003fa0,02defc33
1389,0001010111100100101000000010000010000000,0100,0x15e4a02080,0x4,23,889,4749,80003c2a,029f70b3
1390,0001010111100100101000000010000010001000,0100,0x15e4a02088,0x4,1,889,4767,80003c2a,029f70b3
1391,0001010111100100101000000010000010010000,0100,0x15e4a02090,0x4,2,889,4759,80003c2a,029f70b3
1392,0001010111100100101000000010000010100000,0100,0x15e4a020a0,0x4,7,889,4750,80003c2a,029f70b3
1393,0001010111100100101000000010000010110000,0100,0x15e4a020b0,0x4,1,889,4757,80003c2a,029f70b3
1394,0001010111100100101000000010000010111000,0100,0x15e4a020b8,0x4,1,889,4758,80003c2a,029f70b3
1395,0001010111100100101000000010000110001000,0000,0x15e4a02188,0x0,1,889,4784,80003c2a,029f70b3
1396,0001010111100100101011000010000010000000,0100,0x15e4ac2080,0x4,38,889,2571,800037b2,029f7fb3
1397,0001010111100100101011000010000010001000,0100,0x15e4ac2088,0x4,10,889,2564,800037b2,029f7fb3
1398,0001010111100100101011000010000010010000,0100,0x15e4ac2090,0x4,4,889,2569,800037b2,029f7fb3
1399,0001010111100100101011000010000010100000,0100,0x15e4ac20a0,0x4,11,889,2565,800037b2,029f7fb3
1400,0001010111100100101011000010000010110000,0100,0x15e4ac20b0,0x4,7,889,2567,800037b2,029f7fb3
1401,0001010111100100101011000010000110000000,0000,0x15e4ac2180,0x0,2,889,2599,800037b2,029f7fb3
1402,0001010111110111100101000010000010000000,0100,0x15f7942080,0x4,25,889,4684,80003c16,02ffc133
1403,0001010111110111100101000010000010001000,0100,0x15f7942088,0x4,4,889,4694,80003c16,02ffc133
1404,0001010111110111100101000010000010010000,0100,0x15f7942090,0x4,2,889,4682,80003c16,02ffc133
1405,0001010111110111100101000010000010100000,0100,0x15f79420a0,0x4,2,889,4678,80003c16,02ffc133
1406,0001010111110111100101000010000010110000,0100,0x15f79420b0,0x4,2,889,4680,80003c16,02ffc133
1407,0001010111110111100101000010000110000000,0000,0x15f7942180,0x0,1,889,4713,80003c16,02ffc133
1408,0001010111111010001100000010000010000000,0100,0x15fa302080,0x4,38,889,2743,800037d8,034fe3b3
1409,0001010111111010001100000010000010001000,0100,0x15fa302088,0x4,4,889,8963,800037d8,034fe3b3
1410,0001010111111010001100000010000010010000,0100,0x15fa302090,0x4,3,889,2744,800037d8,034fe3b3
1411,0001010111111010001100000010000010100000,0100,0x15fa3020a0,0x4,18,889,2721,800037d8,034fe3b3
1412,0001010111111010001100000010000010101000,0100,0x15fa3020a8,0x4,1,889,2731,800037d8,034fe3b3
1413,0001010111111010001100000010000010110000,0100,0x15fa3020b0,0x4,4,889,2729,800037d8,034fe3b3
1414,0001010111111010001100000010000010111000,0100,0x15fa3020b8,0x4,2,889,2741,800037d8,034fe3b3
1415,0001010111111010001100000010000110000000,0000,0x15fa302180,0x0,2,889,2756,800037d8,034fe3b3
1416,0001010111111100010000000010000110001000,0000,0x15fc402188,0x0,1,889,7375,800034b0,038ff2b3
1417,0001011000000000001110000010100010110000,0100,0x16003828b0,0x4,1,888,6036,8000337a,020040b3
1418,0001011000000010001100110011100001000000,0100,0x1602333840,0x4,1,889,6315,8000409a,02404833
1419,0001011000011101100101000010000010000000,0100,0x161d942080,0x4,1,889,6472,800040ca,03b0cb33
1420,0001011000100100011101110011000001000000,0100,0x1624773040,0x4,1,889,8713,8000375e,02814fb3
1421,0001011000111000100000000010000010001000,0100,0x1638802088,0x4,2,889,1371,80003600,0311e333
1422,0001011001000001111011110011000001011000,0100,0x1641ef3058,0x4,1,889,6170,8000405a,02327db3
1423,0001011001000111001101000010000010001000,0100,0x1647342088,0x4,1,889,1286,800035d0,02e27d33
1424,0001011001000111001101110011100001100000,0100,0x1647373860,0x4,1,889,7480,800035d0,02e27d33
1425,0001011001010001001111110011000001000000,0100,0x16513f3040,0x4,1,889,8751,80003764,0222c5b3
1426,0001011001010001101101000010100010100000,0100,0x1651b428a0,0x4,1,889,3516,800039b8,0232ed33
1427,0001011001010001101101110011000001001000,0100,0x1651b73048,0x4,1,889,9726,800039b8,0232ed33
1428,0001011001101110111010110011000001000000,0100,0x166eeb3040,0x4,2,889,3553,800039bc,03d34f33
1429,0001011010000001101101110011000001000000,0100,0x1681b73040,0x4,2,889,2638,800037bc,02346eb3
1430,0001011010000100000110110011000001110000,0100,0x16841b3070,0x4,1,889,7961,800036be,02844433
1431,0001011010001000010100110011000001001000,0100,0x1688533048,0x4,1,888,1866,800030d0,03044bb3
1432,0001011010010001111101000010000010111000,0100,0x1691f420b8,0x4,1,888,6026,80003348,0234f3b3
1433,0001011010101110111111110011000001000000,0100,0x16aeff3040,0x4,2,889,2600,800037b6,03d563b3
1434,0001011010111111101100000010100010000000,0100,0x16bfb02880,0x4,1,889,5721,80003f08,03f5ffb3
1435,0001011011100100010010000010000010101000,0100,0x16e44820a8,0x4,1,888,1549,8000300c,028769b3
1436,0001011011111110101000110011100001000000,0100,0x16fea33840,0x4,1,889,7198,800041bc,03d7cab3
1437,0001011100000001111011000010100010000000,0100,0x1701ec2880,0x4,1,889,4134,80003a44,023846b3
1438,0001011100000001111011110011100001000000,0100,0x1701ef3840,0x4,1,889,10952,80003a44,023846b3
1439,0001011100000111110010000010100010000000,0100,0x1707c82880,0x4,1,888,5808,800032c4,02f85033
1440,0001011100011111011110000011000001000000,0110,0x171f783040,0x6,1,889,8699,80003752,03e8cb33
1441,0001011100111011001010000010000010000000,0100,0x173b282080,0x4,1,889,9425,80003906,0369e633
1442,0001011100111011001010110011000001100000,0100,0x173b2b3060,0x4,1,889,3286,80003906,0369e633
1443,0001011101000100101101110011000001011000,0100,0x1744b73058,0x4,1,889,7816,80003670,029a4433
1444,0001011101000100101101110011100001110000,0100,0x1744b73870,0x4,1,889,2098,80003670,029a4433
1445,0001011101001001001111000010000010011000,0100,0x17493c2098,0x4,1,889,6059,80004028,032a4933
1446,0001011101001100001100000010100010000000,0100,0x174c302880,0x4,1,889,3421,8000395a,038a5ab3
1447,0001011101001100001100110011100001100000,0100,0x174c333860,0x4,1,889,9593,8000395a,038a5ab3
1448,0001011101010000100000000010100010000000,0100,0x1750802880,0x4,1,889,5423,80003e4a,021ae1b3
1449,0001011101010111100110000011000001100000,0100,0x1757983060,0x4,1,888,1751,80003070,02faef33
1450,0001011101110100101000110011100001010000,0100,0x1774a33850,0x4,1,889,1168,8000347c,029bf6b3
1451,0001011110000111101011000010000010111000,0100,0x1787ac20b8,0x4,1,889,7437,800034d6,02fc7ab3
1452,0001011110001000011011110011000001000000,0100,0x17886f3040,0x4,2,889,2678,800037c8,030c7933
1453,0001011110001101100111110011000001000000,0100,0x178d9f3040,0x4,2,889,2757,800037dc,03bc4733
1454,0001011110010000101101000010000010001000,0100,0x1790b42088,0x4,1,889,8711,8000375a,021ceeb3
1455,0001011110010001000000000011000001101000,0100,0x1791003068,0x4,1,889,6528,800040e4,022ce9b3
1456,0001011110011111101100000010100010000000,0100,0x179fb02880,0x4,1,889,4807,80003c76,03fce0b3
1457,0001011110100010111111110011000001000000,0100,0x17a2ff3040,0x4,1,889,5758,80003f0c,025d4733
1458,0001011110101000010000110011000001111000,0110,0x17a8433078,0x6,1,889,5766,80003f52,030d51b3
1459,0001011110110000111100000010000010001000,0100,0x17b0f02088,0x4,1,889,3199,800038da,021df7b3
1460,0001011110110000111100110011000001111000,0100,0x17b0f33078,0x4,1,889,9242,800038da,021df7b3
1461,0001011110110011010100110011000001001000,0100,0x17b3533048,0x4,1,889,4579,80003b70,026deeb3
1462,0001011110111101001011000010000010001000,0100,0x17bd2c2088,0x4,1,889,2484,8000379a,03add7b3
1463,0001011111000110011011110011100001000000,0100,0x17c66f3840,0x4,1,889,9274,800038f2,02ce50b3
1464,0001011111000110011011110011100001110000,0100,0x17c66f3870,0x4,1,889,3243,800038f2,02ce50b3
1465,0001011111001001101110110011100001000000,0100,0x17c9bb3840,0x4,1,889,7920,800036b0,033e5f33
1466,0001011111001101111000110011000001101000,0100,0x17cde33068,0x4,1,888,2094,80003194,03be5fb3
1467,0001011111010011010000110011100001000000,0100,0x17d3433840,0x4,1,888,1733,8000305a,026ec5b3
1468,0001011111010011110010110011000001001000,0100,0x17d3cb3048,0x4,1,889,5979,80003fe6,027efb33
1469,0001011111010110101111110011100001100000,0100,0x17d6bf3860,0x4,1,889,5865,80003fa0,02defc33
1470,0001011111100100101000000010000010001000,0100,0x17e4a02088,0x4,1,889,4748,80003c2a,029f70b3
1471,0001011111100100101011000010000010001000,0100,0x17e4ac2088,0x4,1,889,2563,800037b2,029f7fb3
1472,0001011111100100101011000010000010101000,0100,0x17e4ac20a8,0x4,1,889,8831,800037b2,029f7fb3
1473,0001011111110111100101110011000001001000,0100,0x17f7973048,0x4,1,889,4677,80003c16,02ffc133
1474,0001011111111010001100110011000001100000,0100,0x17fa333060,0x4,1,889,2720,800037d8,034fe3b3
1475,0001011111111010001100110011000001101000,0100,0x17fa333068,0x4,1,889,8953,800037d8,034fe3b3
1476,0001011111111100010000000010000010001000,0100,0x17fc402088,0x4,1,889,7374,800034b0,038ff2b3
1477,0001111000001011001100000010000110101000,0000,0x1e0b3021a8,0x0,1,889,9535,80003938,01600263
1478,0001111000001011001100110011100101100000,0000,0x1e0b333960,0x0,1,889,3349,80003938,01600263
1479,0001111000001101100000110011000101000000,0000,0x1e0d833140,0x0,1,889,6995,80004132,01b07263
1480,0001111000011010100000000010000110001000,0000,0x1e1a802188,0x0,1,889,8698,8000374e,0350cf63
1481,0001111000011010100000000010100110100000,0000,0x1e1a8029a0,0x0,1,889,2399,8000374e,0350cf63
1482,0001111000011100001100000010100110100000,0000,0x1e1c3029a0,0x0,1,889,3119,80003886,03809563
1483,0001111000011100001100000011000101101000,0000,0x1e1c303168,0x0,1,889,9194,80003886,03809563
1484,0001111000100001101010110011000101100000,0000,0x1e21ab3160,0x0,1,889,4787,80003c36,02317f63
1485,0001111000100010000010000010000110001000,0010,0x1e22082188,0x2,1,889,6526,800040dc,02410e63
1486,0001111000100101000101000010100110100000,0000,0x1e251429a0,0x0,1,889,4636,80003bb2,02a11163
1487,0001111000110000100111110011000101110000,0000,0x1e309f3170,0x0,1,888,6028,8000334c,0211e763
1488,0001111000110111101100110011100101100000,0000,0x1e37b33960,0x0,2,889,3037,80003876,00f1f263
1489,0001111001000000000001110011100101100000,0000,0x1e40073960,0x0,1,889,5477,80003e6a,00027e63
1490,0001111001000000000010000010000110001000,0000,0x1e40082188,0x0,1,889,5598,80003eca,02026263
1491,0001111001000010000001000010000110101000,0000,0x1e420421a8,0x0,1,888,5722,80003254,02427663
1492,0001111001000111000000000010000110110000,0000,0x1e470021b0,0x0,1,889,9106,80003846,02e21663
1493,0001111001001111101000000010100110100000,0000,0x1e4fa029a0,0x0,1,889,9635,80003968,03f21e63
1494,0001111001001111101000110011000101100000,0000,0x1e4fa33160,0x0,1,889,3462,80003968,03f21e63
1495,0001111001010011000010000010000110101000,0000,0x1e530821a8,0x0,1,889,2845,80003828,0062d563
1496,0001111001010011000010000010000110111000,0000,0x1e530821b8,0x0,1,889,9054,80003828,0062d563
1497,0001111001010111011101000010000110101000,0000,0x1e577421a8,0x0,1,889,8042,800036ea,00e2f263
1498,0001111001010111011101000010100110100000,0000,0x1e577429a0,0x0,1,889,2242,800036ea,00e2f263
1499,0001111001011000111111110011000101001000,0000,0x1e58ff3148,0x0,1,889,6420,800040aa,03128b63
1500,0001111001100001111110000010000110101000,0000,0x1e61f821a8,0x0,1,888,1844,80003094,02336963
1501,0001111001100011110010110011100101100000,0000,0x1e63cb3960,0x0,1,889,4844,80003c8e,00734563
1502,0001111001110000000100000010100110110000,0000,0x1e701029b0,0x0,1,888,3962,800031ac,0003d663
1503,0001111001110111110000000010000110101000,0000,0x1e77c021a8,0x0,1,889,4402,80003ada,02f39e63
1504,0001111001111101001111000010000110000000,0000,0x1e7d3c2180,0x0,1,889,9822,800039e6,03a3c063
1505,0001111001111101001111110011000101110000,0000,0x1e7d3f3170,0x0,1,889,4012,800039e6,03a3c063
1506,0001111010000000000101110011000101000000,0000,0x1e80173140,0x0,1,889,6566,800040ec,02040363
1507,0001111010000000001111000010000110101000,0000,0x1e803c21a8,0x0,1,889,9779,800039d4,00040663
1508,0001111010000000001111110011100101110000,0000,0x1e803f3970,0x0,1,889,3561,800039d4,00040663
1509,0001111010000000010000000010100110001000,0000,0x1e80402988,0x0,1,889,2336,8000372c,00041d63
