experiment_id,method_id,final_generated_instr_count,final_dut_seen_instr_count,final_retired_instr_count,total_runtime_s,block_final,block_auc_generated,block_auc_retired,branch_final,branch_auc_generated,branch_auc_retired,statement_final,statement_auc_generated,statement_auc_retired,expression_final,expression_auc_generated,expression_auc_retired,toggle_final,toggle_auc_generated,toggle_auc_retired,statement_dup_final,statement_dup_auc_generated,statement_dup_auc_retired,fsm_final,fsm_auc_generated,fsm_auc_retired,assertion_final,assertion_auc_generated,assertion_auc_retired,covergroup_final,covergroup_auc_generated,covergroup_auc_retired
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,20000,,366,164.09619062300771,72.17,70.36575,,47.67,46.47825,,73.21,71.37975,,59.52,58.032,,44.18,43.0755,,73.21,71.37975,,37.68,36.738,,90.26,88.0035,,4.28,4.173,
