experiment_id,method_id,run_id,seed,test_name,status,requested_instr_cnt,generated_instr_count,generated_instr_count_main,dut_seen_instr_count,dut_seen_instr_count_source,retired_instr_count,retire_rate,dut_seen_rate,stimulus_generation_s,tb_compile_s,simulation_s,check_logs_s,coverage_report_s,total_s,raw_dir,test_s,rtl_trace,cov_report,make_s,skipped_existing,started_at_epoch_s,finished_at_epoch_s
ibex_bsdcov_hazard_stall_batch_000,bsdcov_seed_riscvdv,seed_888,888,bsd_cov_riscv_rand_instr_io_collect,pass,1000,4683,1198,,missing,607,,,29.38810114102671,78.49569618003443,4.311778948002029,0.13814793899655342,0.0,112.33483189396793,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_000/raw/bsdcov_seed_riscvdv/seed_888/out,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_000/raw/bsdcov_seed_riscvdv/seed_888/out/run/tests/bsd_cov_riscv_rand_instr_io_collect.888/test.S,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_000/raw/bsdcov_seed_riscvdv/seed_888/out/run/tests/bsd_cov_riscv_rand_instr_io_collect.888/rtl_trace.csv,,112.33372420805972,0,1779456573.4744604,1779456685.8198054
ibex_bsdcov_hazard_stall_batch_001,bsdcov_seed_riscvdv,seed_889,889,bsd_cov_riscv_rand_instr_io_collect,pass,1000,4693,1206,,missing,1472,,,14.21060452394886,23.842902200995013,7.372688322036993,0.13440464396262541,0.0,45.56126675201813,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_001/raw/bsdcov_seed_riscvdv/seed_889/out,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_001/raw/bsdcov_seed_riscvdv/seed_889/out/run/tests/bsd_cov_riscv_rand_instr_io_collect.889/test.S,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_bsdcov/hazard_stall_5k/sim/batches/batch_001/raw/bsdcov_seed_riscvdv/seed_889/out/run/tests/bsd_cov_riscv_rand_instr_io_collect.889/rtl_trace.csv,,45.56059969094349,0,1779456723.3729472,1779456768.9372442
