experiment_id,method_id,final_generated_instr_count,final_dut_seen_instr_count,final_retired_instr_count,total_runtime_s,block_final,block_auc_generated,block_auc_retired,branch_final,branch_auc_generated,branch_auc_retired,statement_final,statement_auc_generated,statement_auc_retired,expression_final,expression_auc_generated,expression_auc_retired,toggle_final,toggle_auc_generated,toggle_auc_retired,statement_dup_final,statement_dup_auc_generated,statement_dup_auc_retired,fsm_final,fsm_auc_generated,fsm_auc_retired,assertion_final,assertion_auc_generated,assertion_auc_retired,covergroup_final,covergroup_auc_generated,covergroup_auc_retired
ibex_2seed_io_collect_hazard_stall,io_collect_hazard_stall,9376,,2079,130.4655018870253,77.78,58.16073912116042,66.23039201539203,58.53,43.55310633532424,49.625577200577204,79.06,59.196080418088734,67.39853294853295,67.35,50.240458084470994,57.22800144300145,66.13,48.49513278583617,55.356101491101484,79.06,59.196080418088734,67.39853294853295,60.87,45.66873026877133,51.983975468975466,94.62,70.99022930887372,80.80702741702743,7.12,4.921898464163823,5.66059644059644
