experiment_id,method_id,run_id,seed,test_name,status,requested_instr_cnt,generated_instr_count,generated_instr_count_main,dut_seen_instr_count,dut_seen_instr_count_source,retired_instr_count,retire_rate,dut_seen_rate,stimulus_generation_s,tb_compile_s,simulation_s,check_logs_s,coverage_report_s,total_s,raw_dir,test_dir,test_s,rtl_trace,cov_report,make_s,skipped_existing,started_at_epoch_s,finished_at_epoch_s
ibex_baseline_prefix_10k_targettrace,baseline_prefix_10k_seed888,seed_888,888,bsd_cov_baseline_prefix_10k,pass,10000,13808,10323,,missing,28051,,,13.47387827700004,25.463984680944122,104.66216356994119,0.4914815529482439,85.19526796694845,229.28677604778204,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/baseline_prefix_10k_seed888/raw/baseline_prefix_10k_seed888/seed_888/out,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/baseline_prefix_10k_seed888/raw/baseline_prefix_10k_seed888/seed_888/out/run/tests/bsd_cov_baseline_prefix_10k.888,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/baseline_prefix_10k_seed888/raw/baseline_prefix_10k_seed888/seed_888/out/run/tests/bsd_cov_baseline_prefix_10k.888/test.S,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/baseline_prefix_10k_seed888/raw/baseline_prefix_10k_seed888/seed_888/out/run/tests/bsd_cov_baseline_prefix_10k.888/rtl_trace.csv,,144.0915080808336,0,1779633115.3319283,1779633259.1752203
