BaselineInstructionNum,BaselineBlock,Baseline+BSDCOVBlock,Baseline+ExtraBlock,BaselineBranch,Baseline+BSDCOVBranch,Baseline+ExtraBranch,BaselineStatement,Baseline+BSDCOVStatement,Baseline+ExtraStatement,BaselineExpression,Baseline+BSDCOVExpression,Baseline+ExtraExpression,BaselineToggle,Baseline+BSDCOVToggle,Baseline+ExtraToggle,BaselineFSM,Baseline+BSDCOVFSM,Baseline+ExtraFSM,BaselineAssertion,Baseline+BSDCOVAssertion,Baseline+ExtraAssertion,BaselineCovergroup,Baseline+BSDCOVCovergroup,Baseline+ExtraCovergroup
40000,66.13,66.39,66.13,,,,,,,37.44,38.44,37.44,50.34,50.53,50.49,53.62,53.62,53.62,87.44,87.44,87.44,4.01,4.05,4.03
