cone_name,status,raw_rows,unique_inputs,conflicts,bsd_f,cex_status,region_status,regions_bind
stall_mem-stall_multdiv-stall_branch-stall_jump-c815,cooked_full,393764,460,0,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/bsdcovproj/cones/ibex_id_stage-ibex_top.u_ibex_core.id_stage_i/stall_mem-stall_multdiv-stall_branch-stall_jump-c815/bsd/stall_mem-stall_multdiv-stall_branch-stall_jump-c815.bsd.f,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/bsdcovproj/cones/ibex_id_stage-ibex_top.u_ibex_core.id_stage_i/stall_mem-stall_multdiv-stall_branch-stall_jump-c815/cex/cex_status.toml,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/bsdcovproj/cones/ibex_id_stage-ibex_top.u_ibex_core.id_stage_i/stall_mem-stall_multdiv-stall_branch-stall_jump-c815/region/region_status.toml,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/bsdcovproj/cones/ibex_id_stage-ibex_top.u_ibex_core.id_stage_i/stall_mem-stall_multdiv-stall_branch-stall_jump-c815/region/sv/stall_mem-stall_multdiv-stall_branch-stall_jump-c815.regions.bind.sv
